<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;
SPFB.RTS-12.18;1;16.10.2018;12:13;114920,00;114940,00;114870,00;114870,00;121;;;
SPFB.RTS-12.18;1;16.10.2018;12:14;114870,00;114890,00;114840,00;114840,00;98;;;
SPFB.RTS-12.18;1;16.10.2018;12:15;114850,00;114920,00;114850,00;114910,00;107;;;
SPFB.RTS-12.18;1;16.10.2018;12:16;114910,00;114990,00;114910,00;114950,00;385;;;
SPFB.RTS-12.18;1;16.10.2018;12:17;114960,00;115000,00;114950,00;114990,00;854;;;
SPFB.RTS-12.18;1;16.10.2018;12:18;114990,00;115070,00;114970,00;115020,00;740;;;
SPFB.RTS-12.18;1;16.10.2018;12:19;115010,00;115040,00;114940,00;115020,00;596;;;
SPFB.RTS-12.18;1;16.10.2018;12:20;115010,00;115130,00;114980,00;115090,00;1356;;;
SPFB.RTS-12.18;1;16.10.2018;12:21;115090,00;115090,00;115040,00;115060,00;547;;;
SPFB.RTS-12.18;1;16.10.2018;12:22;115070,00;115090,00;115050,00;115060,00;148;;;
SPFB.RTS-12.18;1;16.10.2018;12:23;115050,00;115050,00;114970,00;114970,00;359;;;
SPFB.RTS-12.18;1;16.10.2018;12:24;115000,00;115000,00;114920,00;114950,00;397;;;
SPFB.RTS-12.18;1;16.10.2018;12:25;114960,00;114980,00;114920,00;114950,00;204;;;
SPFB.RTS-12.18;1;16.10.2018;12:26;114960,00;114980,00;114930,00;114950,00;161;;;
SPFB.RTS-12.18;1;16.10.2018;12:27;114950,00;115050,00;114920,00;115050,00;586;;;
SPFB.RTS-12.18;1;16.10.2018;12:28;115040,00;115050,00;115000,00;115000,00;105;;;
SPFB.RTS-12.18;1;16.10.2018;12:29;115000,00;115050,00;114970,00;114980,00;333;;;
SPFB.RTS-12.18;1;16.10.2018;12:30;114980,00;115040,00;114970,00;115000,00;277;;;
SPFB.RTS-12.18;1;16.10.2018;12:31;114990,00;115040,00;114970,00;114980,00;256;;;
SPFB.RTS-12.18;1;16.10.2018;12:32;114990,00;115000,00;114890,00;114910,00;720;;;
SPFB.RTS-12.18;1;16.10.2018;12:33;114910,00;114940,00;114900,00;114920,00;193;;;
SPFB.RTS-12.18;1;16.10.2018;12:34;114910,00;114950,00;114900,00;114930,00;241;;;
SPFB.RTS-12.18;1;16.10.2018;12:35;114940,00;114960,00;114930,00;114930,00;70;;;
SPFB.RTS-12.18;1;16.10.2018;12:36;114920,00;114950,00;114900,00;114910,00;126;;;
SPFB.RTS-12.18;1;16.10.2018;12:37;114930,00;114930,00;114860,00;114870,00;390;;;
SPFB.RTS-12.18;1;16.10.2018;12:38;114870,00;114900,00;114860,00;114880,00;256;;;
SPFB.RTS-12.18;1;16.10.2018;12:39;114870,00;114930,00;114870,00;114900,00;216;;;
SPFB.RTS-12.18;1;16.10.2018;12:40;114900,00;114930,00;114880,00;114910,00;146;;;
SPFB.RTS-12.18;1;16.10.2018;12:41;114930,00;114970,00;114930,00;114950,00;184;;;
SPFB.RTS-12.18;1;16.10.2018;12:42;114960,00;114980,00;114940,00;114960,00;84;;;
SPFB.RTS-12.18;1;16.10.2018;12:43;114960,00;114980,00;114950,00;114960,00;81;;;
SPFB.RTS-12.18;1;16.10.2018;12:44;114950,00;114950,00;114870,00;114900,00;204;;;
SPFB.RTS-12.18;1;16.10.2018;12:45;114900,00;114900,00;114850,00;114880,00;570;;;
SPFB.RTS-12.18;1;16.10.2018;12:46;114870,00;114890,00;114850,00;114890,00;383;;;
SPFB.RTS-12.18;1;16.10.2018;12:47;114890,00;114960,00;114870,00;114940,00;217;;;
SPFB.RTS-12.18;1;16.10.2018;12:48;114960,00;115050,00;114950,00;115020,00;507;;;
SPFB.RTS-12.18;1;16.10.2018;12:49;115020,00;115030,00;114940,00;114950,00;269;;;
SPFB.RTS-12.18;1;16.10.2018;12:50;114950,00;115020,00;114940,00;114990,00;151;;;
SPFB.RTS-12.18;1;16.10.2018;12:51;114990,00;115010,00;114960,00;115010,00;220;;;
SPFB.RTS-12.18;1;16.10.2018;12:52;115000,00;115050,00;115000,00;115040,00;255;;;
SPFB.RTS-12.18;1;16.10.2018;12:53;115030,00;115050,00;115000,00;115000,00;160;;;
SPFB.RTS-12.18;1;16.10.2018;12:54;115000,00;115000,00;114950,00;114970,00;407;;;
SPFB.RTS-12.18;1;16.10.2018;12:55;114960,00;114970,00;114890,00;114890,00;224;;;
SPFB.RTS-12.18;1;16.10.2018;12:56;114890,00;114970,00;114890,00;114960,00;163;;;
SPFB.RTS-12.18;1;16.10.2018;12:57;114940,00;115040,00;114940,00;114980,00;308;;;
SPFB.RTS-12.18;1;16.10.2018;12:58;114970,00;115000,00;114960,00;114990,00;96;;;
SPFB.RTS-12.18;1;16.10.2018;12:59;115000,00;115020,00;114980,00;114990,00;105;;;
SPFB.RTS-12.18;1;16.10.2018;13:00;115000,00;115010,00;114970,00;115000,00;168;;;
SPFB.RTS-12.18;1;16.10.2018;13:01;115000,00;115040,00;114990,00;115000,00;310;;;
SPFB.RTS-12.18;1;16.10.2018;13:02;115000,00;115010,00;114960,00;114970,00;260;;;
SPFB.RTS-12.18;1;16.10.2018;13:03;114960,00;114960,00;114930,00;114940,00;109;;;
SPFB.RTS-12.18;1;16.10.2018;13:04;114950,00;115000,00;114950,00;114990,00;130;;;
SPFB.RTS-12.18;1;16.10.2018;13:05;115000,00;115010,00;114960,00;114990,00;134;;;
SPFB.RTS-12.18;1;16.10.2018;13:06;114980,00;115050,00;114960,00;114970,00;344;;;
SPFB.RTS-12.18;1;16.10.2018;13:07;114970,00;114980,00;114900,00;114920,00;295;;;
SPFB.RTS-12.18;1;16.10.2018;13:08;114930,00;114940,00;114900,00;114920,00;133;;;
SPFB.RTS-12.18;1;16.10.2018;13:09;114900,00;114930,00;114900,00;114930,00;110;;;
SPFB.RTS-12.18;1;16.10.2018;13:10;114920,00;114950,00;114900,00;114910,00;84;;;
SPFB.RTS-12.18;1;16.10.2018;13:11;114910,00;114940,00;114810,00;114820,00;839;;;
SPFB.RTS-12.18;1;16.10.2018;13:12;114820,00;114870,00;114800,00;114860,00;536;;;
SPFB.RTS-12.18;1;16.10.2018;13:13;114870,00;114870,00;114800,00;114830,00;533;;;
SPFB.RTS-12.18;1;16.10.2018;13:14;114820,00;114820,00;114770,00;114800,00;412;;;
SPFB.RTS-12.18;1;16.10.2018;13:15;114800,00;114860,00;114780,00;114830,00;249;;;
SPFB.RTS-12.18;1;16.10.2018;13:16;114820,00;114830,00;114710,00;114770,00;737;;;
SPFB.RTS-12.18;1;16.10.2018;13:17;114750,00;114810,00;114740,00;114760,00;277;;;
SPFB.RTS-12.18;1;16.10.2018;13:18;114760,00;114800,00;114740,00;114770,00;154;;;
SPFB.RTS-12.18;1;16.10.2018;13:19;114760,00;114790,00;114750,00;114790,00;59;;;
SPFB.RTS-12.18;1;16.10.2018;13:20;114770,00;114810,00;114770,00;114800,00;107;;;
SPFB.RTS-12.18;1;16.10.2018;13:21;114800,00;114840,00;114790,00;114830,00;239;;;
SPFB.RTS-12.18;1;16.10.2018;13:22;114830,00;114850,00;114820,00;114840,00;159;;;
SPFB.RTS-12.18;1;16.10.2018;13:23;114840,00;114850,00;114800,00;114810,00;170;;;
SPFB.RTS-12.18;1;16.10.2018;13:24;114820,00;114880,00;114810,00;114850,00;223;;;
SPFB.RTS-12.18;1;16.10.2018;13:25;114850,00;114930,00;114850,00;114900,00;453;;;
SPFB.RTS-12.18;1;16.10.2018;13:26;114900,00;114910,00;114870,00;114900,00;145;;;
SPFB.RTS-12.18;1;16.10.2018;13:27;114890,00;114970,00;114890,00;114920,00;491;;;
SPFB.RTS-12.18;1;16.10.2018;13:28;114920,00;114930,00;114910,00;114930,00;102;;;
SPFB.RTS-12.18;1;16.10.2018;13:29;114930,00;114930,00;114880,00;114890,00;123;;;
SPFB.RTS-12.18;1;16.10.2018;13:30;114890,00;114940,00;114890,00;114930,00;110;;;
SPFB.RTS-12.18;1;16.10.2018;13:31;114920,00;114930,00;114850,00;114870,00;332;;;
SPFB.RTS-12.18;1;16.10.2018;13:32;114870,00;114890,00;114860,00;114870,00;44;;;
SPFB.RTS-12.18;1;16.10.2018;13:33;114880,00;114920,00;114880,00;114890,00;130;;;
SPFB.RTS-12.18;1;16.10.2018;13:34;114880,00;114890,00;114860,00;114860,00;48;;;
SPFB.RTS-12.18;1;16.10.2018;13:35;114860,00;114920,00;114860,00;114910,00;144;;;
SPFB.RTS-12.18;1;16.10.2018;13:36;114920,00;114920,00;114850,00;114870,00;91;;;
SPFB.RTS-12.18;1;16.10.2018;13:37;114870,00;114870,00;114780,00;114820,00;323;;;
SPFB.RTS-12.18;1;16.10.2018;13:38;114820,00;114840,00;114800,00;114820,00;133;;;
SPFB.RTS-12.18;1;16.10.2018;13:39;114820,00;114840,00;114770,00;114790,00;122;;;
SPFB.RTS-12.18;1;16.10.2018;13:40;114790,00;114820,00;114780,00;114790,00;85;;;
SPFB.RTS-12.18;1;16.10.2018;13:41;114800,00;114860,00;114800,00;114840,00;129;;;
SPFB.RTS-12.18;1;16.10.2018;13:42;114830,00;114870,00;114820,00;114840,00;87;;;
SPFB.RTS-12.18;1;16.10.2018;13:43;114830,00;114840,00;114790,00;114830,00;174;;;
SPFB.RTS-12.18;1;16.10.2018;13:44;114840,00;114850,00;114800,00;114820,00;113;;;
SPFB.RTS-12.18;1;16.10.2018;13:45;114830,00;114830,00;114800,00;114810,00;82;;;
SPFB.RTS-12.18;1;16.10.2018;13:46;114800,00;114870,00;114800,00;114850,00;203;;;
SPFB.RTS-12.18;1;16.10.2018;13:47;114850,00;114850,00;114770,00;114770,00;157;;;
SPFB.RTS-12.18;1;16.10.2018;13:48;114780,00;114800,00;114740,00;114760,00;230;;;
SPFB.RTS-12.18;1;16.10.2018;13:49;114760,00;114790,00;114730,00;114780,00;121;;;
SPFB.RTS-12.18;1;16.10.2018;13:50;114770,00;114780,00;114720,00;114730,00;507;;;
SPFB.RTS-12.18;1;16.10.2018;13:51;114740,00;114750,00;114700,00;114700,00;280;;;
SPFB.RTS-12.18;1;16.10.2018;13:52;114700,00;114700,00;114570,00;114630,00;1955;;;
SPFB.RTS-12.18;1;16.10.2018;13:53;114620,00;114630,00;114580,00;114610,00;529;;;
SPFB.RTS-12.18;1;16.10.2018;13:54;114610,00;114650,00;114600,00;114620,00;301;;;
SPFB.RTS-12.18;1;16.10.2018;13:55;114620,00;114640,00;114610,00;114610,00;141;;;
SPFB.RTS-12.18;1;16.10.2018;13:56;114610,00;114630,00;114580,00;114630,00;398;;;
SPFB.RTS-12.18;1;16.10.2018;13:57;114620,00;114640,00;114620,00;114630,00;142;;;
SPFB.RTS-12.18;1;16.10.2018;13:58;114640,00;114640,00;114580,00;114580,00;304;;;
SPFB.RTS-12.18;1;16.10.2018;13:59;114590,00;114590,00;114560,00;114570,00;188;;;
SPFB.RTS-12.18;1;16.10.2018;14:00;114580,00;114580,00;114450,00;114500,00;1885;;;
SPFB.RTS-12.18;1;16.10.2018;14:06;114510,00;114520,00;114360,00;114470,00;1853;;;
SPFB.RTS-12.18;1;16.10.2018;14:07;114460,00;114560,00;114450,00;114530,00;887;;;
SPFB.RTS-12.18;1;16.10.2018;14:08;114540,00;114570,00;114510,00;114560,00;525;;;
SPFB.RTS-12.18;1;16.10.2018;14:09;114570,00;114670,00;114570,00;114630,00;1148;;;
SPFB.RTS-12.18;1;16.10.2018;14:10;114640,00;114650,00;114620,00;114640,00;144;;;
SPFB.RTS-12.18;1;16.10.2018;14:11;114640,00;114690,00;114630,00;114660,00;268;;;
SPFB.RTS-12.18;1;16.10.2018;14:12;114660,00;114680,00;114590,00;114590,00;494;;;
SPFB.RTS-12.18;1;16.10.2018;14:13;114590,00;114630,00;114580,00;114590,00;240;;;
SPFB.RTS-12.18;1;16.10.2018;14:14;114600,00;114600,00;114500,00;114510,00;582;;;
SPFB.RTS-12.18;1;16.10.2018;14:15;114520,00;114590,00;114520,00;114590,00;205;;;
SPFB.RTS-12.18;1;16.10.2018;14:16;114580,00;114630,00;114570,00;114620,00;207;;;
SPFB.RTS-12.18;1;16.10.2018;14:17;114620,00;114630,00;114600,00;114610,00;87;;;
SPFB.RTS-12.18;1;16.10.2018;14:18;114630,00;114700,00;114630,00;114660,00;481;;;
SPFB.RTS-12.18;1;16.10.2018;14:19;114660,00;114710,00;114650,00;114670,00;385;;;
SPFB.RTS-12.18;1;16.10.2018;14:20;114670,00;114720,00;114650,00;114650,00;261;;;
SPFB.RTS-12.18;1;16.10.2018;14:21;114650,00;114700,00;114650,00;114700,00;96;;;
SPFB.RTS-12.18;1;16.10.2018;14:22;114700,00;114710,00;114600,00;114620,00;372;;;
SPFB.RTS-12.18;1;16.10.2018;14:23;114620,00;114650,00;114560,00;114560,00;440;;;
SPFB.RTS-12.18;1;16.10.2018;14:24;114570,00;114570,00;114440,00;114460,00;1678;;;
SPFB.RTS-12.18;1;16.10.2018;14:25;114460,00;114570,00;114440,00;114560,00;467;;;
SPFB.RTS-12.18;1;16.10.2018;14:26;114550,00;114550,00;114500,00;114510,00;211;;;
SPFB.RTS-12.18;1;16.10.2018;14:27;114500,00;114510,00;114430,00;114490,00;692;;;
SPFB.RTS-12.18;1;16.10.2018;14:28;114480,00;114530,00;114470,00;114480,00;413;;;
SPFB.RTS-12.18;1;16.10.2018;14:29;114490,00;114550,00;114480,00;114510,00;193;;;
SPFB.RTS-12.18;1;16.10.2018;14:30;114510,00;114520,00;114370,00;114390,00;775;;;
SPFB.RTS-12.18;1;16.10.2018;14:31;114400,00;114420,00;114300,00;114390,00;1673;;;
SPFB.RTS-12.18;1;16.10.2018;14:32;114380,00;114430,00;114370,00;114430,00;404;;;
SPFB.RTS-12.18;1;16.10.2018;14:33;114420,00;114460,00;114410,00;114450,00;311;;;
SPFB.RTS-12.18;1;16.10.2018;14:34;114450,00;114450,00;114390,00;114410,00;270;;;
SPFB.RTS-12.18;1;16.10.2018;14:35;114410,00;114420,00;114250,00;114300,00;1053;;;
SPFB.RTS-12.18;1;16.10.2018;14:36;114290,00;114370,00;114260,00;114360,00;942;;;
SPFB.RTS-12.18;1;16.10.2018;14:37;114360,00;114380,00;114340,00;114370,00;349;;;
SPFB.RTS-12.18;1;16.10.2018;14:38;114370,00;114380,00;114330,00;114360,00;400;;;
SPFB.RTS-12.18;1;16.10.2018;14:39;114370,00;114400,00;114370,00;114400,00;275;;;
SPFB.RTS-12.18;1;16.10.2018;14:40;114390,00;114400,00;114350,00;114380,00;284;;;
SPFB.RTS-12.18;1;16.10.2018;14:41;114370,00;114400,00;114320,00;114400,00;523;;;
SPFB.RTS-12.18;1;16.10.2018;14:42;114400,00;114420,00;114360,00;114410,00;255;;;
SPFB.RTS-12.18;1;16.10.2018;14:43;114390,00;114450,00;114390,00;114440,00;396;;;
SPFB.RTS-12.18;1;16.10.2018;14:44;114440,00;114450,00;114410,00;114430,00;239;;;
SPFB.RTS-12.18;1;16.10.2018;14:45;114440,00;114510,00;114430,00;114510,00;495;;;
SPFB.RTS-12.18;1;16.10.2018;14:46;114510,00;114550,00;114460,00;114480,00;859;;;
SPFB.RTS-12.18;1;16.10.2018;14:47;114470,00;114500,00;114450,00;114450,00;279;;;
SPFB.RTS-12.18;1;16.10.2018;14:48;114450,00;114470,00;114400,00;114400,00;419;;;
SPFB.RTS-12.18;1;16.10.2018;14:49;114400,00;114410,00;114370,00;114390,00;294;;;
SPFB.RTS-12.18;1;16.10.2018;14:50;114380,00;114420,00;114370,00;114390,00;226;;;
SPFB.RTS-12.18;1;16.10.2018;14:51;114390,00;114420,00;114360,00;114400,00;228;;;
SPFB.RTS-12.18;1;16.10.2018;14:52;114400,00;114430,00;114350,00;114360,00;352;;;
SPFB.RTS-12.18;1;16.10.2018;14:53;114370,00;114440,00;114370,00;114420,00;171;;;
SPFB.RTS-12.18;1;16.10.2018;14:54;114430,00;114490,00;114430,00;114470,00;436;;;
SPFB.RTS-12.18;1;16.10.2018;14:55;114480,00;114480,00;114430,00;114450,00;85;;;
SPFB.RTS-12.18;1;16.10.2018;14:56;114460,00;114470,00;114390,00;114440,00;91;;;
SPFB.RTS-12.18;1;16.10.2018;14:57;114440,00;114490,00;114440,00;114490,00;150;;;
SPFB.RTS-12.18;1;16.10.2018;14:58;114480,00;114590,00;114480,00;114560,00;576;;;
SPFB.RTS-12.18;1;16.10.2018;14:59;114560,00;114600,00;114540,00;114600,00;386;;;
SPFB.RTS-12.18;1;16.10.2018;15:00;114600,00;114650,00;114570,00;114620,00;1180;;;
SPFB.RTS-12.18;1;16.10.2018;15:01;114610,00;114680,00;114610,00;114640,00;653;;;
SPFB.RTS-12.18;1;16.10.2018;15:02;114650,00;114650,00;114580,00;114600,00;539;;;
SPFB.RTS-12.18;1;16.10.2018;15:03;114590,00;114610,00;114550,00;114570,00;466;;;
SPFB.RTS-12.18;1;16.10.2018;15:04;114580,00;114600,00;114540,00;114590,00;246;;;
SPFB.RTS-12.18;1;16.10.2018;15:05;114590,00;114620,00;114580,00;114600,00;342;;;
SPFB.RTS-12.18;1;16.10.2018;15:06;114600,00;114660,00;114560,00;114660,00;390;;;
SPFB.RTS-12.18;1;16.10.2018;15:07;114660,00;114700,00;114620,00;114660,00;544;;;
SPFB.RTS-12.18;1;16.10.2018;15:08;114670,00;114670,00;114630,00;114640,00;307;;;
SPFB.RTS-12.18;1;16.10.2018;15:09;114640,00;114690,00;114620,00;114680,00;350;;;
SPFB.RTS-12.18;1;16.10.2018;15:10;114660,00;114670,00;114630,00;114630,00;160;;;
SPFB.RTS-12.18;1;16.10.2018;15:11;114640,00;114800,00;114640,00;114780,00;1473;;;
SPFB.RTS-12.18;1;16.10.2018;15:12;114780,00;114840,00;114760,00;114760,00;973;;;
SPFB.RTS-12.18;1;16.10.2018;15:13;114760,00;114820,00;114760,00;114770,00;309;;;
SPFB.RTS-12.18;1;16.10.2018;15:14;114780,00;114890,00;114760,00;114820,00;914;;;
SPFB.RTS-12.18;1;16.10.2018;15:15;114810,00;114840,00;114810,00;114840,00;124;;;
SPFB.RTS-12.18;1;16.10.2018;15:16;114830,00;114850,00;114810,00;114830,00;229;;;
SPFB.RTS-12.18;1;16.10.2018;15:17;114840,00;114840,00;114800,00;114800,00;139;;;
SPFB.RTS-12.18;1;16.10.2018;15:18;114800,00;114830,00;114800,00;114810,00;282;;;
SPFB.RTS-12.18;1;16.10.2018;15:19;114810,00;114840,00;114800,00;114800,00;171;;;
SPFB.RTS-12.18;1;16.10.2018;15:20;114810,00;114810,00;114760,00;114760,00;388;;;
SPFB.RTS-12.18;1;16.10.2018;15:21;114760,00;114810,00;114760,00;114800,00;413;;;
SPFB.RTS-12.18;1;16.10.2018;15:22;114800,00;114820,00;114780,00;114820,00;356;;;
SPFB.RTS-12.18;1;16.10.2018;15:23;114820,00;114840,00;114800,00;114830,00;203;;;
SPFB.RTS-12.18;1;16.10.2018;15:24;114830,00;114850,00;114790,00;114790,00;293;;;
SPFB.RTS-12.18;1;16.10.2018;15:25;114790,00;114810,00;114770,00;114780,00;292;;;
SPFB.RTS-12.18;1;16.10.2018;15:26;114770,00;114840,00;114760,00;114840,00;220;;;
SPFB.RTS-12.18;1;16.10.2018;15:27;114830,00;114840,00;114780,00;114780,00;111;;;
SPFB.RTS-12.18;1;16.10.2018;15:28;114790,00;114830,00;114730,00;114810,00;856;;;
SPFB.RTS-12.18;1;16.10.2018;15:29;114810,00;114820,00;114760,00;114780,00;313;;;
SPFB.RTS-12.18;1;16.10.2018;15:30;114780,00;114790,00;114710,00;114780,00;760;;;
SPFB.RTS-12.18;1;16.10.2018;15:31;114770,00;114940,00;114760,00;114930,00;1585;;;
SPFB.RTS-12.18;1;16.10.2018;15:32;114910,00;114930,00;114860,00;114870,00;518;;;
SPFB.RTS-12.18;1;16.10.2018;15:33;114870,00;114880,00;114840,00;114860,00;322;;;
SPFB.RTS-12.18;1;16.10.2018;15:34;114870,00;114900,00;114840,00;114880,00;465;;;
SPFB.RTS-12.18;1;16.10.2018;15:35;114890,00;114890,00;114820,00;114860,00;416;;;
SPFB.RTS-12.18;1;16.10.2018;15:36;114870,00;114910,00;114860,00;114880,00;318;;;
SPFB.RTS-12.18;1;16.10.2018;15:37;114880,00;114900,00;114810,00;114820,00;361;;;
SPFB.RTS-12.18;1;16.10.2018;15:38;114820,00;114910,00;114820,00;114900,00;651;;;
SPFB.RTS-12.18;1;16.10.2018;15:39;114900,00;114910,00;114870,00;114870,00;438;;;
SPFB.RTS-12.18;1;16.10.2018;15:40;114870,00;114890,00;114830,00;114860,00;500;;;
SPFB.RTS-12.18;1;16.10.2018;15:41;114860,00;114860,00;114790,00;114810,00;468;;;
SPFB.RTS-12.18;1;16.10.2018;15:42;114810,00;114840,00;114790,00;114790,00;188;;;
SPFB.RTS-12.18;1;16.10.2018;15:43;114790,00;114800,00;114720,00;114720,00;1030;;;
SPFB.RTS-12.18;1;16.10.2018;15:44;114730,00;114770,00;114710,00;114760,00;416;;;
SPFB.RTS-12.18;1;16.10.2018;15:45;114760,00;114780,00;114740,00;114740,00;154;;;
SPFB.RTS-12.18;1;16.10.2018;15:46;114740,00;114760,00;114640,00;114650,00;944;;;
SPFB.RTS-12.18;1;16.10.2018;15:47;114640,00;114710,00;114610,00;114700,00;507;;;
SPFB.RTS-12.18;1;16.10.2018;15:48;114700,00;114740,00;114680,00;114740,00;366;;;
SPFB.RTS-12.18;1;16.10.2018;15:49;114720,00;114820,00;114720,00;114800,00;1041;;;
SPFB.RTS-12.18;1;16.10.2018;15:50;114800,00;114830,00;114790,00;114820,00;266;;;
SPFB.RTS-12.18;1;16.10.2018;15:51;114820,00;114820,00;114730,00;114780,00;339;;;
SPFB.RTS-12.18;1;16.10.2018;15:52;114780,00;114860,00;114780,00;114810,00;609;;;
SPFB.RTS-12.18;1;16.10.2018;15:53;114810,00;114850,00;114790,00;114830,00;208;;;
SPFB.RTS-12.18;1;16.10.2018;15:54;114830,00;115090,00;114810,00;115030,00;3466;;;
SPFB.RTS-12.18;1;16.10.2018;15:55;115030,00;115050,00;114950,00;115000,00;1311;;;
SPFB.RTS-12.18;1;16.10.2018;15:56;115000,00;115000,00;114920,00;114950,00;599;;;
SPFB.RTS-12.18;1;16.10.2018;15:57;114950,00;114970,00;114930,00;114940,00;560;;;
SPFB.RTS-12.18;1;16.10.2018;15:58;114920,00;114980,00;114920,00;114980,00;569;;;
SPFB.RTS-12.18;1;16.10.2018;15:59;114970,00;115000,00;114930,00;114950,00;601;;;
SPFB.RTS-12.18;1;16.10.2018;16:00;114940,00;114940,00;114870,00;114890,00;670;;;
SPFB.RTS-12.18;1;16.10.2018;16:01;114890,00;115070,00;114870,00;114960,00;1668;;;
SPFB.RTS-12.18;1;16.10.2018;16:02;114960,00;115010,00;114920,00;114970,00;817;;;
SPFB.RTS-12.18;1;16.10.2018;16:03;114960,00;114990,00;114920,00;114950,00;290;;;
SPFB.RTS-12.18;1;16.10.2018;16:04;114940,00;114950,00;114890,00;114910,00;863;;;
SPFB.RTS-12.18;1;16.10.2018;16:05;114900,00;114960,00;114890,00;114930,00;367;;;
SPFB.RTS-12.18;1;16.10.2018;16:06;114930,00;114990,00;114910,00;114960,00;361;;;
SPFB.RTS-12.18;1;16.10.2018;16:07;114970,00;114990,00;114930,00;114970,00;412;;;
SPFB.RTS-12.18;1;16.10.2018;16:08;114970,00;114990,00;114920,00;114940,00;348;;;
SPFB.RTS-12.18;1;16.10.2018;16:09;114940,00;115000,00;114940,00;114970,00;464;;;
SPFB.RTS-12.18;1;16.10.2018;16:10;114970,00;115040,00;114960,00;115010,00;856;;;
SPFB.RTS-12.18;1;16.10.2018;16:11;115010,00;115080,00;114980,00;114990,00;1419;;;
SPFB.RTS-12.18;1;16.10.2018;16:12;114990,00;115000,00;114960,00;114990,00;505;;;
SPFB.RTS-12.18;1;16.10.2018;16:13;114980,00;115020,00;114960,00;114980,00;294;;;
SPFB.RTS-12.18;1;16.10.2018;16:14;114960,00;115050,00;114960,00;115010,00;353;;;
SPFB.RTS-12.18;1;16.10.2018;16:15;115020,00;115150,00;115020,00;115150,00;1314;;;
SPFB.RTS-12.18;1;16.10.2018;16:16;115140,00;115150,00;115040,00;115060,00;1011;;;
SPFB.RTS-12.18;1;16.10.2018;16:17;115050,00;115060,00;115000,00;115000,00;622;;;
SPFB.RTS-12.18;1;16.10.2018;16:18;115010,00;115060,00;114980,00;115020,00;549;;;
SPFB.RTS-12.18;1;16.10.2018;16:19;115020,00;115050,00;114980,00;115050,00;1091;;;
SPFB.RTS-12.18;1;16.10.2018;16:20;115050,00;115060,00;115000,00;115020,00;222;;;
SPFB.RTS-12.18;1;16.10.2018;16:21;115020,00;115050,00;115000,00;115050,00;195;;;
SPFB.RTS-12.18;1;16.10.2018;16:22;115050,00;115080,00;115050,00;115060,00;265;;;
SPFB.RTS-12.18;1;16.10.2018;16:23;115060,00;115180,00;115060,00;115130,00;1254;;;
SPFB.RTS-12.18;1;16.10.2018;16:24;115130,00;115150,00;115090,00;115090,00;496;;;
SPFB.RTS-12.18;1;16.10.2018;16:25;115090,00;115220,00;115080,00;115140,00;1788;;;
SPFB.RTS-12.18;1;16.10.2018;16:26;115160,00;115370,00;115150,00;115230,00;3600;;;
SPFB.RTS-12.18;1;16.10.2018;16:27;115220,00;115240,00;115190,00;115200,00;423;;;
SPFB.RTS-12.18;1;16.10.2018;16:28;115200,00;115220,00;115160,00;115170,00;492;;;
SPFB.RTS-12.18;1;16.10.2018;16:29;115170,00;115180,00;115140,00;115170,00;422;;;
SPFB.RTS-12.18;1;16.10.2018;16:30;115180,00;115180,00;115130,00;115150,00;381;;;
SPFB.RTS-12.18;1;16.10.2018;16:31;115150,00;115150,00;115070,00;115150,00;1496;;;
SPFB.RTS-12.18;1;16.10.2018;16:32;115140,00;115270,00;115110,00;115260,00;1683;;;
SPFB.RTS-12.18;1;16.10.2018;16:33;115250,00;115260,00;115080,00;115100,00;756;;;
SPFB.RTS-12.18;1;16.10.2018;16:34;115100,00;115180,00;115080,00;115110,00;414;;;
SPFB.RTS-12.18;1;16.10.2018;16:35;115110,00;115130,00;115020,00;115040,00;824;;;
SPFB.RTS-12.18;1;16.10.2018;16:36;115060,00;115220,00;115060,00;115080,00;1168;;;
SPFB.RTS-12.18;1;16.10.2018;16:37;115080,00;115140,00;115070,00;115110,00;967;;;
SPFB.RTS-12.18;1;16.10.2018;16:38;115100,00;115200,00;115090,00;115100,00;1002;;;
SPFB.RTS-12.18;1;16.10.2018;16:39;115090,00;115180,00;115070,00;115090,00;676;;;
SPFB.RTS-12.18;1;16.10.2018;16:40;115090,00;115110,00;115060,00;115100,00;274;;;
SPFB.RTS-12.18;1;16.10.2018;16:41;115110,00;115190,00;115030,00;115040,00;1083;;;
SPFB.RTS-12.18;1;16.10.2018;16:42;115040,00;115120,00;115030,00;115110,00;518;;;
SPFB.RTS-12.18;1;16.10.2018;16:43;115090,00;115100,00;115050,00;115080,00;573;;;
SPFB.RTS-12.18;1;16.10.2018;16:44;115090,00;115110,00;115050,00;115070,00;848;;;
SPFB.RTS-12.18;1;16.10.2018;16:45;115050,00;115100,00;115040,00;115070,00;615;;;
SPFB.RTS-12.18;1;16.10.2018;16:46;115080,00;115150,00;114960,00;114960,00;1481;;;
SPFB.RTS-12.18;1;16.10.2018;16:47;114960,00;114970,00;114850,00;114920,00;2500;;;
SPFB.RTS-12.18;1;16.10.2018;16:48;114930,00;114970,00;114920,00;114950,00;1078;;;
SPFB.RTS-12.18;1;16.10.2018;16:49;114960,00;115020,00;114940,00;114980,00;960;;;
