<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;
SPFB.RTS-12.18;1;14.11.2018;13:12;109650,00;109650,00;109560,00;109610,00;944;;;
SPFB.RTS-12.18;1;14.11.2018;13:13;109610,00;109650,00;109580,00;109650,00;379;;;
SPFB.RTS-12.18;1;14.11.2018;13:14;109650,00;109650,00;109560,00;109620,00;362;;;
SPFB.RTS-12.18;1;14.11.2018;13:15;109620,00;109640,00;109600,00;109620,00;160;;;
SPFB.RTS-12.18;1;14.11.2018;13:16;109620,00;109660,00;109540,00;109570,00;453;;;
SPFB.RTS-12.18;1;14.11.2018;13:17;109570,00;109580,00;109530,00;109540,00;391;;;
SPFB.RTS-12.18;1;14.11.2018;13:18;109540,00;109610,00;109540,00;109560,00;724;;;
SPFB.RTS-12.18;1;14.11.2018;13:19;109570,00;109590,00;109530,00;109560,00;384;;;
SPFB.RTS-12.18;1;14.11.2018;13:20;109550,00;109570,00;109460,00;109510,00;998;;;
SPFB.RTS-12.18;1;14.11.2018;13:21;109490,00;109510,00;109410,00;109440,00;1094;;;
SPFB.RTS-12.18;1;14.11.2018;13:22;109440,00;109500,00;109440,00;109490,00;585;;;
SPFB.RTS-12.18;1;14.11.2018;13:23;109480,00;109500,00;109440,00;109470,00;268;;;
SPFB.RTS-12.18;1;14.11.2018;13:24;109470,00;109500,00;109440,00;109470,00;286;;;
SPFB.RTS-12.18;1;14.11.2018;13:25;109450,00;109700,00;109440,00;109640,00;1225;;;
SPFB.RTS-12.18;1;14.11.2018;13:26;109630,00;109650,00;109570,00;109630,00;643;;;
SPFB.RTS-12.18;1;14.11.2018;13:27;109620,00;109670,00;109600,00;109610,00;577;;;
SPFB.RTS-12.18;1;14.11.2018;13:28;109620,00;109620,00;109590,00;109610,00;128;;;
SPFB.RTS-12.18;1;14.11.2018;13:29;109620,00;109650,00;109560,00;109580,00;395;;;
SPFB.RTS-12.18;1;14.11.2018;13:30;109570,00;109610,00;109520,00;109600,00;516;;;
SPFB.RTS-12.18;1;14.11.2018;13:31;109620,00;109620,00;109550,00;109590,00;341;;;
SPFB.RTS-12.18;1;14.11.2018;13:32;109580,00;109610,00;109510,00;109530,00;461;;;
SPFB.RTS-12.18;1;14.11.2018;13:33;109530,00;109600,00;109500,00;109590,00;618;;;
SPFB.RTS-12.18;1;14.11.2018;13:34;109580,00;109600,00;109460,00;109480,00;902;;;
SPFB.RTS-12.18;1;14.11.2018;13:35;109480,00;109590,00;109480,00;109550,00;911;;;
SPFB.RTS-12.18;1;14.11.2018;13:36;109560,00;109590,00;109500,00;109560,00;606;;;
SPFB.RTS-12.18;1;14.11.2018;13:37;109550,00;109620,00;109550,00;109570,00;1072;;;
SPFB.RTS-12.18;1;14.11.2018;13:38;109580,00;109640,00;109580,00;109600,00;375;;;
SPFB.RTS-12.18;1;14.11.2018;13:39;109600,00;109650,00;109590,00;109620,00;223;;;
SPFB.RTS-12.18;1;14.11.2018;13:40;109620,00;109620,00;109520,00;109570,00;431;;;
SPFB.RTS-12.18;1;14.11.2018;13:41;109570,00;109610,00;109570,00;109580,00;464;;;
SPFB.RTS-12.18;1;14.11.2018;13:42;109600,00;109680,00;109600,00;109620,00;872;;;
SPFB.RTS-12.18;1;14.11.2018;13:43;109620,00;109650,00;109580,00;109600,00;312;;;
SPFB.RTS-12.18;1;14.11.2018;13:44;109590,00;109610,00;109550,00;109560,00;296;;;
SPFB.RTS-12.18;1;14.11.2018;13:45;109550,00;109610,00;109550,00;109580,00;195;;;
SPFB.RTS-12.18;1;14.11.2018;13:46;109570,00;109570,00;109520,00;109540,00;307;;;
SPFB.RTS-12.18;1;14.11.2018;13:47;109530,00;109710,00;109510,00;109700,00;850;;;
SPFB.RTS-12.18;1;14.11.2018;13:48;109700,00;109700,00;109630,00;109670,00;449;;;
SPFB.RTS-12.18;1;14.11.2018;13:49;109670,00;109710,00;109650,00;109650,00;311;;;
SPFB.RTS-12.18;1;14.11.2018;13:50;109650,00;109700,00;109630,00;109690,00;317;;;
SPFB.RTS-12.18;1;14.11.2018;13:51;109670,00;109800,00;109650,00;109790,00;1200;;;
SPFB.RTS-12.18;1;14.11.2018;13:52;109790,00;110040,00;109770,00;109980,00;3899;;;
SPFB.RTS-12.18;1;14.11.2018;13:53;109970,00;110100,00;109960,00;110010,00;1316;;;
SPFB.RTS-12.18;1;14.11.2018;13:54;110010,00;110020,00;109920,00;109950,00;762;;;
SPFB.RTS-12.18;1;14.11.2018;13:55;109930,00;110080,00;109930,00;110020,00;885;;;
SPFB.RTS-12.18;1;14.11.2018;13:56;110020,00;110090,00;109950,00;109970,00;1445;;;
SPFB.RTS-12.18;1;14.11.2018;13:57;109960,00;109990,00;109810,00;109860,00;1212;;;
SPFB.RTS-12.18;1;14.11.2018;13:58;109850,00;109920,00;109820,00;109910,00;412;;;
SPFB.RTS-12.18;1;14.11.2018;13:59;109920,00;109960,00;109890,00;109950,00;395;;;
SPFB.RTS-12.18;1;14.11.2018;14:00;109960,00;110140,00;109960,00;110110,00;1254;;;
SPFB.RTS-12.18;1;14.11.2018;14:06;110100,00;110220,00;110000,00;110140,00;2974;;;
SPFB.RTS-12.18;1;14.11.2018;14:07;110140,00;110180,00;110060,00;110070,00;851;;;
SPFB.RTS-12.18;1;14.11.2018;14:08;110070,00;110100,00;110000,00;110020,00;675;;;
SPFB.RTS-12.18;1;14.11.2018;14:09;110020,00;110020,00;109950,00;109990,00;828;;;
SPFB.RTS-12.18;1;14.11.2018;14:10;109980,00;110060,00;109980,00;110010,00;958;;;
SPFB.RTS-12.18;1;14.11.2018;14:11;110020,00;110110,00;110020,00;110040,00;1153;;;
SPFB.RTS-12.18;1;14.11.2018;14:12;110040,00;110090,00;109990,00;109990,00;414;;;
SPFB.RTS-12.18;1;14.11.2018;14:13;109990,00;110040,00;109980,00;110020,00;217;;;
SPFB.RTS-12.18;1;14.11.2018;14:14;110020,00;110020,00;109930,00;109960,00;570;;;
SPFB.RTS-12.18;1;14.11.2018;14:15;109960,00;110000,00;109960,00;109980,00;368;;;
SPFB.RTS-12.18;1;14.11.2018;14:16;109980,00;110070,00;109980,00;110030,00;765;;;
SPFB.RTS-12.18;1;14.11.2018;14:17;110030,00;110040,00;109880,00;109900,00;1033;;;
SPFB.RTS-12.18;1;14.11.2018;14:18;109900,00;109900,00;109840,00;109870,00;408;;;
SPFB.RTS-12.18;1;14.11.2018;14:19;109860,00;109900,00;109860,00;109880,00;153;;;
SPFB.RTS-12.18;1;14.11.2018;14:20;109880,00;109880,00;109820,00;109820,00;467;;;
SPFB.RTS-12.18;1;14.11.2018;14:21;109830,00;109900,00;109820,00;109860,00;579;;;
SPFB.RTS-12.18;1;14.11.2018;14:22;109850,00;109850,00;109770,00;109820,00;821;;;
SPFB.RTS-12.18;1;14.11.2018;14:23;109820,00;109850,00;109790,00;109800,00;407;;;
SPFB.RTS-12.18;1;14.11.2018;14:24;109810,00;109840,00;109780,00;109800,00;229;;;
SPFB.RTS-12.18;1;14.11.2018;14:25;109800,00;109810,00;109620,00;109630,00;940;;;
SPFB.RTS-12.18;1;14.11.2018;14:26;109630,00;109740,00;109620,00;109690,00;517;;;
SPFB.RTS-12.18;1;14.11.2018;14:27;109680,00;109730,00;109650,00;109660,00;455;;;
SPFB.RTS-12.18;1;14.11.2018;14:28;109660,00;109700,00;109640,00;109660,00;277;;;
SPFB.RTS-12.18;1;14.11.2018;14:29;109670,00;109700,00;109650,00;109700,00;361;;;
SPFB.RTS-12.18;1;14.11.2018;14:30;109700,00;109740,00;109670,00;109720,00;421;;;
SPFB.RTS-12.18;1;14.11.2018;14:31;109720,00;109750,00;109670,00;109740,00;425;;;
SPFB.RTS-12.18;1;14.11.2018;14:32;109730,00;109810,00;109710,00;109810,00;339;;;
SPFB.RTS-12.18;1;14.11.2018;14:33;109800,00;109820,00;109770,00;109810,00;463;;;
SPFB.RTS-12.18;1;14.11.2018;14:34;109810,00;109870,00;109810,00;109850,00;739;;;
SPFB.RTS-12.18;1;14.11.2018;14:35;109850,00;109950,00;109830,00;109930,00;1287;;;
SPFB.RTS-12.18;1;14.11.2018;14:36;109930,00;109940,00;109840,00;109860,00;385;;;
SPFB.RTS-12.18;1;14.11.2018;14:37;109870,00;109890,00;109830,00;109870,00;230;;;
SPFB.RTS-12.18;1;14.11.2018;14:38;109870,00;109880,00;109830,00;109830,00;75;;;
SPFB.RTS-12.18;1;14.11.2018;14:39;109830,00;109900,00;109820,00;109880,00;381;;;
SPFB.RTS-12.18;1;14.11.2018;14:40;109890,00;109920,00;109880,00;109920,00;341;;;
SPFB.RTS-12.18;1;14.11.2018;14:41;109920,00;109940,00;109870,00;109900,00;321;;;
SPFB.RTS-12.18;1;14.11.2018;14:42;109900,00;109950,00;109900,00;109920,00;349;;;
SPFB.RTS-12.18;1;14.11.2018;14:43;109920,00;109950,00;109910,00;109940,00;461;;;
SPFB.RTS-12.18;1;14.11.2018;14:44;109940,00;110000,00;109920,00;109980,00;841;;;
SPFB.RTS-12.18;1;14.11.2018;14:45;109970,00;110020,00;109960,00;110000,00;1799;;;
SPFB.RTS-12.18;1;14.11.2018;14:46;110010,00;110040,00;109990,00;110010,00;271;;;
SPFB.RTS-12.18;1;14.11.2018;14:47;110000,00;110100,00;109990,00;109990,00;912;;;
SPFB.RTS-12.18;1;14.11.2018;14:48;109990,00;110010,00;109900,00;110010,00;1476;;;
SPFB.RTS-12.18;1;14.11.2018;14:49;110010,00;110030,00;109940,00;109950,00;354;;;
SPFB.RTS-12.18;1;14.11.2018;14:50;109970,00;110000,00;109950,00;109980,00;159;;;
SPFB.RTS-12.18;1;14.11.2018;14:51;109970,00;109980,00;109840,00;109870,00;627;;;
SPFB.RTS-12.18;1;14.11.2018;14:52;109870,00;109880,00;109850,00;109870,00;201;;;
SPFB.RTS-12.18;1;14.11.2018;14:53;109870,00;109900,00;109820,00;109870,00;369;;;
SPFB.RTS-12.18;1;14.11.2018;14:54;109860,00;109860,00;109800,00;109820,00;499;;;
SPFB.RTS-12.18;1;14.11.2018;14:55;109820,00;109850,00;109800,00;109830,00;362;;;
SPFB.RTS-12.18;1;14.11.2018;14:56;109840,00;109870,00;109800,00;109870,00;264;;;
SPFB.RTS-12.18;1;14.11.2018;14:57;109870,00;109870,00;109780,00;109820,00;716;;;
SPFB.RTS-12.18;1;14.11.2018;14:58;109820,00;109830,00;109720,00;109760,00;1151;;;
SPFB.RTS-12.18;1;14.11.2018;14:59;109760,00;109810,00;109720,00;109800,00;632;;;
SPFB.RTS-12.18;1;14.11.2018;15:00;109800,00;109800,00;109740,00;109770,00;342;;;
SPFB.RTS-12.18;1;14.11.2018;15:01;109770,00;109900,00;109760,00;109900,00;1374;;;
SPFB.RTS-12.18;1;14.11.2018;15:02;109890,00;109890,00;109840,00;109880,00;498;;;
SPFB.RTS-12.18;1;14.11.2018;15:03;109880,00;109890,00;109810,00;109880,00;342;;;
SPFB.RTS-12.18;1;14.11.2018;15:04;109880,00;109890,00;109830,00;109840,00;815;;;
SPFB.RTS-12.18;1;14.11.2018;15:05;109850,00;109920,00;109830,00;109870,00;1069;;;
SPFB.RTS-12.18;1;14.11.2018;15:06;109870,00;109870,00;109720,00;109740,00;773;;;
SPFB.RTS-12.18;1;14.11.2018;15:07;109730,00;109790,00;109730,00;109760,00;426;;;
SPFB.RTS-12.18;1;14.11.2018;15:08;109780,00;109820,00;109770,00;109800,00;181;;;
SPFB.RTS-12.18;1;14.11.2018;15:09;109780,00;109860,00;109760,00;109810,00;329;;;
SPFB.RTS-12.18;1;14.11.2018;15:10;109820,00;109850,00;109810,00;109810,00;237;;;
SPFB.RTS-12.18;1;14.11.2018;15:11;109820,00;109850,00;109780,00;109850,00;449;;;
SPFB.RTS-12.18;1;14.11.2018;15:12;109850,00;109850,00;109770,00;109800,00;345;;;
SPFB.RTS-12.18;1;14.11.2018;15:13;109790,00;109810,00;109760,00;109800,00;168;;;
SPFB.RTS-12.18;1;14.11.2018;15:14;109780,00;109790,00;109760,00;109780,00;94;;;
SPFB.RTS-12.18;1;14.11.2018;15:15;109790,00;109810,00;109780,00;109800,00;133;;;
SPFB.RTS-12.18;1;14.11.2018;15:16;109800,00;109880,00;109800,00;109840,00;562;;;
SPFB.RTS-12.18;1;14.11.2018;15:17;109850,00;109880,00;109800,00;109800,00;289;;;
SPFB.RTS-12.18;1;14.11.2018;15:18;109800,00;109830,00;109760,00;109810,00;300;;;
SPFB.RTS-12.18;1;14.11.2018;15:19;109800,00;109800,00;109730,00;109750,00;208;;;
SPFB.RTS-12.18;1;14.11.2018;15:20;109760,00;109820,00;109760,00;109820,00;607;;;
SPFB.RTS-12.18;1;14.11.2018;15:21;109810,00;109940,00;109800,00;109890,00;1783;;;
SPFB.RTS-12.18;1;14.11.2018;15:22;109890,00;110050,00;109890,00;110020,00;2594;;;
SPFB.RTS-12.18;1;14.11.2018;15:23;110020,00;110080,00;110010,00;110020,00;730;;;
SPFB.RTS-12.18;1;14.11.2018;15:24;110020,00;110060,00;110000,00;110050,00;558;;;
SPFB.RTS-12.18;1;14.11.2018;15:25;110050,00;110140,00;110040,00;110070,00;956;;;
SPFB.RTS-12.18;1;14.11.2018;15:26;110070,00;110080,00;109960,00;109990,00;583;;;
SPFB.RTS-12.18;1;14.11.2018;15:27;109990,00;110060,00;109990,00;110020,00;329;;;
SPFB.RTS-12.18;1;14.11.2018;15:28;110030,00;110040,00;109990,00;110000,00;410;;;
SPFB.RTS-12.18;1;14.11.2018;15:29;109990,00;110060,00;109990,00;109990,00;229;;;
SPFB.RTS-12.18;1;14.11.2018;15:30;110000,00;110040,00;109980,00;110030,00;334;;;
SPFB.RTS-12.18;1;14.11.2018;15:31;110040,00;110050,00;109990,00;109990,00;431;;;
SPFB.RTS-12.18;1;14.11.2018;15:32;109990,00;110080,00;109980,00;110060,00;595;;;
SPFB.RTS-12.18;1;14.11.2018;15:33;110060,00;110190,00;110060,00;110130,00;1055;;;
SPFB.RTS-12.18;1;14.11.2018;15:34;110120,00;110150,00;110120,00;110130,00;288;;;
SPFB.RTS-12.18;1;14.11.2018;15:35;110150,00;110170,00;110130,00;110160,00;483;;;
SPFB.RTS-12.18;1;14.11.2018;15:36;110160,00;110270,00;110160,00;110250,00;1810;;;
SPFB.RTS-12.18;1;14.11.2018;15:37;110260,00;110380,00;110240,00;110370,00;2010;;;
SPFB.RTS-12.18;1;14.11.2018;15:38;110380,00;110400,00;110320,00;110330,00;1532;;;
SPFB.RTS-12.18;1;14.11.2018;15:39;110340,00;110370,00;110300,00;110370,00;879;;;
SPFB.RTS-12.18;1;14.11.2018;15:40;110350,00;110380,00;110320,00;110330,00;1004;;;
SPFB.RTS-12.18;1;14.11.2018;15:41;110330,00;110350,00;110280,00;110320,00;893;;;
SPFB.RTS-12.18;1;14.11.2018;15:42;110320,00;110330,00;110260,00;110260,00;579;;;
SPFB.RTS-12.18;1;14.11.2018;15:43;110270,00;110300,00;110260,00;110270,00;444;;;
SPFB.RTS-12.18;1;14.11.2018;15:44;110260,00;110290,00;110260,00;110270,00;366;;;
SPFB.RTS-12.18;1;14.11.2018;15:45;110280,00;110290,00;110260,00;110280,00;325;;;
SPFB.RTS-12.18;1;14.11.2018;15:46;110280,00;110310,00;110240,00;110240,00;657;;;
SPFB.RTS-12.18;1;14.11.2018;15:47;110260,00;110280,00;110250,00;110280,00;366;;;
SPFB.RTS-12.18;1;14.11.2018;15:48;110260,00;110320,00;110250,00;110290,00;922;;;
SPFB.RTS-12.18;1;14.11.2018;15:49;110300,00;110320,00;110270,00;110280,00;979;;;
SPFB.RTS-12.18;1;14.11.2018;15:50;110280,00;110320,00;110260,00;110290,00;2353;;;
SPFB.RTS-12.18;1;14.11.2018;15:51;110290,00;110310,00;110250,00;110260,00;403;;;
SPFB.RTS-12.18;1;14.11.2018;15:52;110270,00;110280,00;110210,00;110260,00;695;;;
SPFB.RTS-12.18;1;14.11.2018;15:53;110260,00;110310,00;110240,00;110240,00;486;;;
SPFB.RTS-12.18;1;14.11.2018;15:54;110230,00;110300,00;110200,00;110210,00;785;;;
SPFB.RTS-12.18;1;14.11.2018;15:55;110220,00;110240,00;110130,00;110150,00;1051;;;
SPFB.RTS-12.18;1;14.11.2018;15:56;110150,00;110200,00;110130,00;110170,00;449;;;
SPFB.RTS-12.18;1;14.11.2018;15:57;110180,00;110180,00;110110,00;110120,00;803;;;
SPFB.RTS-12.18;1;14.11.2018;15:58;110120,00;110170,00;110120,00;110160,00;203;;;
SPFB.RTS-12.18;1;14.11.2018;15:59;110150,00;110230,00;110140,00;110200,00;789;;;
SPFB.RTS-12.18;1;14.11.2018;16:00;110220,00;110260,00;110220,00;110240,00;535;;;
SPFB.RTS-12.18;1;14.11.2018;16:01;110250,00;110290,00;110220,00;110230,00;541;;;
SPFB.RTS-12.18;1;14.11.2018;16:02;110240,00;110240,00;110170,00;110230,00;553;;;
SPFB.RTS-12.18;1;14.11.2018;16:03;110230,00;110300,00;110230,00;110280,00;458;;;
SPFB.RTS-12.18;1;14.11.2018;16:04;110290,00;110300,00;110250,00;110270,00;190;;;
SPFB.RTS-12.18;1;14.11.2018;16:05;110280,00;110300,00;110270,00;110290,00;376;;;
SPFB.RTS-12.18;1;14.11.2018;16:06;110280,00;110380,00;110280,00;110330,00;1235;;;
SPFB.RTS-12.18;1;14.11.2018;16:07;110340,00;110400,00;110320,00;110360,00;689;;;
SPFB.RTS-12.18;1;14.11.2018;16:08;110360,00;110480,00;110350,00;110470,00;1875;;;
SPFB.RTS-12.18;1;14.11.2018;16:09;110470,00;110520,00;110450,00;110500,00;1044;;;
SPFB.RTS-12.18;1;14.11.2018;16:10;110510,00;110540,00;110440,00;110460,00;1501;;;
SPFB.RTS-12.18;1;14.11.2018;16:11;110450,00;110520,00;110450,00;110510,00;797;;;
SPFB.RTS-12.18;1;14.11.2018;16:12;110500,00;110560,00;110490,00;110550,00;951;;;
SPFB.RTS-12.18;1;14.11.2018;16:13;110560,00;110560,00;110460,00;110460,00;1123;;;
SPFB.RTS-12.18;1;14.11.2018;16:14;110470,00;110490,00;110420,00;110460,00;1021;;;
SPFB.RTS-12.18;1;14.11.2018;16:15;110470,00;110470,00;110430,00;110440,00;288;;;
SPFB.RTS-12.18;1;14.11.2018;16:16;110440,00;110500,00;110440,00;110460,00;655;;;
SPFB.RTS-12.18;1;14.11.2018;16:17;110460,00;110500,00;110460,00;110470,00;222;;;
SPFB.RTS-12.18;1;14.11.2018;16:18;110460,00;110550,00;110460,00;110510,00;901;;;
SPFB.RTS-12.18;1;14.11.2018;16:19;110510,00;110610,00;110500,00;110580,00;1060;;;
SPFB.RTS-12.18;1;14.11.2018;16:20;110560,00;110650,00;110550,00;110600,00;1016;;;
SPFB.RTS-12.18;1;14.11.2018;16:21;110580,00;110770,00;110570,00;110640,00;2917;;;
SPFB.RTS-12.18;1;14.11.2018;16:22;110640,00;110670,00;110520,00;110530,00;1106;;;
SPFB.RTS-12.18;1;14.11.2018;16:23;110520,00;110580,00;110480,00;110480,00;814;;;
SPFB.RTS-12.18;1;14.11.2018;16:24;110480,00;110490,00;110420,00;110440,00;890;;;
SPFB.RTS-12.18;1;14.11.2018;16:25;110430,00;110510,00;110430,00;110450,00;520;;;
SPFB.RTS-12.18;1;14.11.2018;16:26;110450,00;110500,00;110440,00;110480,00;371;;;
SPFB.RTS-12.18;1;14.11.2018;16:27;110490,00;110510,00;110470,00;110500,00;259;;;
SPFB.RTS-12.18;1;14.11.2018;16:28;110490,00;110510,00;110460,00;110480,00;348;;;
SPFB.RTS-12.18;1;14.11.2018;16:29;110490,00;110500,00;110470,00;110500,00;230;;;
SPFB.RTS-12.18;1;14.11.2018;16:30;110500,00;110660,00;110500,00;110640,00;1092;;;
SPFB.RTS-12.18;1;14.11.2018;16:31;110640,00;110980,00;110640,00;110910,00;4560;;;
SPFB.RTS-12.18;1;14.11.2018;16:32;110920,00;111030,00;110880,00;110900,00;2151;;;
SPFB.RTS-12.18;1;14.11.2018;16:33;110910,00;110930,00;110780,00;110810,00;1426;;;
SPFB.RTS-12.18;1;14.11.2018;16:34;110820,00;110860,00;110800,00;110820,00;485;;;
SPFB.RTS-12.18;1;14.11.2018;16:35;110820,00;110950,00;110800,00;110910,00;1264;;;
SPFB.RTS-12.18;1;14.11.2018;16:36;110900,00;110970,00;110860,00;110870,00;1138;;;
SPFB.RTS-12.18;1;14.11.2018;16:37;110880,00;110910,00;110840,00;110860,00;1442;;;
SPFB.RTS-12.18;1;14.11.2018;16:38;110860,00;110980,00;110860,00;110890,00;941;;;
SPFB.RTS-12.18;1;14.11.2018;16:39;110900,00;110900,00;110850,00;110870,00;603;;;
SPFB.RTS-12.18;1;14.11.2018;16:40;110870,00;110920,00;110830,00;110850,00;476;;;
SPFB.RTS-12.18;1;14.11.2018;16:41;110850,00;110870,00;110770,00;110790,00;982;;;
SPFB.RTS-12.18;1;14.11.2018;16:42;110790,00;110850,00;110780,00;110800,00;438;;;
SPFB.RTS-12.18;1;14.11.2018;16:43;110800,00;110820,00;110780,00;110780,00;408;;;
SPFB.RTS-12.18;1;14.11.2018;16:44;110790,00;110890,00;110770,00;110840,00;713;;;
SPFB.RTS-12.18;1;14.11.2018;16:45;110840,00;110900,00;110820,00;110860,00;380;;;
SPFB.RTS-12.18;1;14.11.2018;16:46;110860,00;110950,00;110850,00;110860,00;563;;;
SPFB.RTS-12.18;1;14.11.2018;16:47;110870,00;111000,00;110860,00;110920,00;1286;;;
SPFB.RTS-12.18;1;14.11.2018;16:48;110910,00;111090,00;110910,00;111020,00;2389;;;
SPFB.RTS-12.18;1;14.11.2018;16:49;111020,00;111040,00;110970,00;110990,00;652;;;
SPFB.RTS-12.18;1;14.11.2018;16:50;111000,00;111070,00;111000,00;111070,00;1290;;;
SPFB.RTS-12.18;1;14.11.2018;16:51;111060,00;111110,00;111050,00;111080,00;826;;;
SPFB.RTS-12.18;1;14.11.2018;16:52;111080,00;111090,00;110990,00;110990,00;858;;;
SPFB.RTS-12.18;1;14.11.2018;16:53;110990,00;111050,00;110960,00;111040,00;1181;;;
SPFB.RTS-12.18;1;14.11.2018;16:54;111020,00;111030,00;110930,00;110960,00;622;;;
SPFB.RTS-12.18;1;14.11.2018;16:55;110960,00;111010,00;110910,00;110940,00;595;;;
SPFB.RTS-12.18;1;14.11.2018;16:56;110950,00;111020,00;110950,00;111010,00;298;;;
SPFB.RTS-12.18;1;14.11.2018;16:57;111010,00;111040,00;110980,00;110990,00;465;;;
SPFB.RTS-12.18;1;14.11.2018;16:58;110990,00;111000,00;110910,00;110940,00;368;;;
SPFB.RTS-12.18;1;14.11.2018;16:59;110930,00;110940,00;110840,00;110850,00;1037;;;
SPFB.RTS-12.18;1;14.11.2018;17:00;110840,00;110870,00;110660,00;110680,00;2520;;;
SPFB.RTS-12.18;1;14.11.2018;17:01;110660,00;110890,00;110660,00;110780,00;1489;;;
SPFB.RTS-12.18;1;14.11.2018;17:02;110790,00;110810,00;110710,00;110710,00;832;;;
SPFB.RTS-12.18;1;14.11.2018;17:03;110700,00;110760,00;110700,00;110750,00;613;;;
SPFB.RTS-12.18;1;14.11.2018;17:04;110760,00;110810,00;110720,00;110730,00;1053;;;
SPFB.RTS-12.18;1;14.11.2018;17:05;110720,00;110800,00;110690,00;110800,00;606;;;
SPFB.RTS-12.18;1;14.11.2018;17:06;110790,00;110810,00;110760,00;110780,00;307;;;
SPFB.RTS-12.18;1;14.11.2018;17:07;110790,00;110820,00;110760,00;110800,00;212;;;
SPFB.RTS-12.18;1;14.11.2018;17:08;110800,00;110800,00;110750,00;110760,00;352;;;
SPFB.RTS-12.18;1;14.11.2018;17:09;110750,00;110800,00;110720,00;110790,00;260;;;
SPFB.RTS-12.18;1;14.11.2018;17:10;110790,00;110800,00;110770,00;110790,00;264;;;
SPFB.RTS-12.18;1;14.11.2018;17:11;110790,00;110860,00;110730,00;110860,00;766;;;
SPFB.RTS-12.18;1;14.11.2018;17:12;110850,00;110860,00;110820,00;110850,00;494;;;
SPFB.RTS-12.18;1;14.11.2018;17:13;110840,00;110900,00;110820,00;110890,00;433;;;
SPFB.RTS-12.18;1;14.11.2018;17:14;110890,00;111000,00;110880,00;110970,00;1161;;;
SPFB.RTS-12.18;1;14.11.2018;17:15;110980,00;111100,00;110970,00;111090,00;835;;;
SPFB.RTS-12.18;1;14.11.2018;17:16;111090,00;111200,00;111060,00;111170,00;2784;;;
SPFB.RTS-12.18;1;14.11.2018;17:17;111170,00;111180,00;111090,00;111100,00;1014;;;
SPFB.RTS-12.18;1;14.11.2018;17:18;111110,00;111210,00;111110,00;111180,00;1245;;;
SPFB.RTS-12.18;1;14.11.2018;17:19;111180,00;111200,00;111160,00;111160,00;797;;;
SPFB.RTS-12.18;1;14.11.2018;17:20;111160,00;111190,00;111090,00;111170,00;545;;;
SPFB.RTS-12.18;1;14.11.2018;17:21;111180,00;111210,00;111150,00;111160,00;568;;;
SPFB.RTS-12.18;1;14.11.2018;17:22;111170,00;111290,00;111160,00;111270,00;1523;;;
SPFB.RTS-12.18;1;14.11.2018;17:23;111260,00;111310,00;111250,00;111300,00;745;;;
SPFB.RTS-12.18;1;14.11.2018;17:24;111280,00;111320,00;111240,00;111250,00;667;;;
SPFB.RTS-12.18;1;14.11.2018;17:25;111260,00;111350,00;111240,00;111330,00;964;;;
SPFB.RTS-12.18;1;14.11.2018;17:26;111340,00;111390,00;111330,00;111370,00;1175;;;
SPFB.RTS-12.18;1;14.11.2018;17:27;111370,00;111390,00;111210,00;111250,00;1517;;;
SPFB.RTS-12.18;1;14.11.2018;17:28;111250,00;111290,00;111160,00;111200,00;1102;;;
SPFB.RTS-12.18;1;14.11.2018;17:29;111200,00;111240,00;111190,00;111230,00;878;;;
SPFB.RTS-12.18;1;14.11.2018;17:30;111220,00;111240,00;111190,00;111230,00;614;;;
SPFB.RTS-12.18;1;14.11.2018;17:31;111230,00;111290,00;111170,00;111200,00;1976;;;
SPFB.RTS-12.18;1;14.11.2018;17:32;111210,00;111320,00;111190,00;111290,00;845;;;
SPFB.RTS-12.18;1;14.11.2018;17:33;111300,00;111360,00;111260,00;111270,00;1450;;;
SPFB.RTS-12.18;1;14.11.2018;17:34;111270,00;111330,00;111230,00;111230,00;1171;;;
SPFB.RTS-12.18;1;14.11.2018;17:35;111230,00;111300,00;111200,00;111260,00;975;;;
SPFB.RTS-12.18;1;14.11.2018;17:36;111260,00;111320,00;111240,00;111300,00;1475;;;
SPFB.RTS-12.18;1;14.11.2018;17:37;111310,00;111380,00;111250,00;111260,00;1239;;;
SPFB.RTS-12.18;1;14.11.2018;17:38;111260,00;111280,00;111190,00;111210,00;694;;;
SPFB.RTS-12.18;1;14.11.2018;17:39;111190,00;111210,00;111070,00;111090,00;1313;;;
SPFB.RTS-12.18;1;14.11.2018;17:40;111100,00;111160,00;111060,00;111070,00;1134;;;
SPFB.RTS-12.18;1;14.11.2018;17:41;111070,00;111120,00;111020,00;111090,00;1345;;;
SPFB.RTS-12.18;1;14.11.2018;17:42;111100,00;111180,00;111100,00;111130,00;742;;;
SPFB.RTS-12.18;1;14.11.2018;17:43;111130,00;111250,00;111120,00;111250,00;697;;;
SPFB.RTS-12.18;1;14.11.2018;17:44;111240,00;111320,00;111240,00;111280,00;932;;;
SPFB.RTS-12.18;1;14.11.2018;17:45;111290,00;111460,00;111280,00;111450,00;2629;;;
SPFB.RTS-12.18;1;14.11.2018;17:46;111460,00;111480,00;111380,00;111380,00;2039;;;
SPFB.RTS-12.18;1;14.11.2018;17:47;111380,00;111380,00;111300,00;111300,00;1029;;;
